,As75,Cd111,Co59,Cu65,DTF spain 2009 (1st experiment),DTF spain 2009 (2nd experiment),DTF sweden 2009 (1st experiment),DTF sweden 2009 (2nd experiment),DTFmainEffect2009,FT16,K39,Mg25,Mn55,Mo98,Na23,Ni60,P31,Rb85,S34,Se82,Zn66
ath_circ_003705,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_011322,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_022458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_022724,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ath_circ_002883,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ath_circ_000674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_017598,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_026511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_034749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_022561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_034744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_040963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020325,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031930,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027922,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_015141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_000989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_040144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_013887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_024013,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ath_circ_031381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030723,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031820,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_040743,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030900,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_029990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018353,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_030262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_015045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008474,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035985,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015146,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_001786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_012748,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_031645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032071,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_033499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014436,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_014094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027543,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004530,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041373,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_002001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_008572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_028815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035270,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_016875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_005606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042465,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042633,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_011157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004490,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014184,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_019383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_010067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_000768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023761,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036686,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033180,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ath_circ_034020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_003160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_009530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_008525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027055,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008494,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ath_circ_032291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_043580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_040020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027828,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036041,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_020591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036243,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010746,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042661,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_026693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_029060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_040552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_026882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ath_circ_019031,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_043881,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_021660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000556,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_010037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_035345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ath_circ_032692,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
ath_circ_026930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_003478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_016975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_038401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034813,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_025844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_010727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_029470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023992,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ath_circ_014748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ath_circ_022942,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_034598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_005489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_032142,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ath_circ_021776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_032097,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ath_circ_014352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_029759,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_009141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_041762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002119,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_002812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_033612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ath_circ_013469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_024126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_014363,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ath_circ_008232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_003433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_006353,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_013593,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026114,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000841,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021907,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007316,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_013636,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_002242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_012681,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044253,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019713,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031441,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ath_circ_026583,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ath_circ_027145,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_001266,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_006508,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044452,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015940,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_027930,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_004012,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_018564,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020399,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031263,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_044196,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_000757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_033822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007329,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_023887,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_042287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036494,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_036870,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045959,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_037832,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ath_circ_027047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018351,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_029118,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_034980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_039848,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_008039,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_024361,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_020767,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_019502,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
ath_circ_042358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007071,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_042585,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_030964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_026976,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_018691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_021426,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_009764,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_030458,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_037137,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ath_circ_007585,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_015784,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_045558,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_031678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ath_circ_040072,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ath_circ_000588,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ath_circ_043092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
